문장,분류,인식,기대
"‘흰색저지’를 입은 호날두의 이적료는 8,000만 파운드로, 이는 역대 최고 이적료였던 지네딘 지단의 7,600만 유로를 뛰어 넘는 엄청난 액수이다.",0,0,0
호날두 못지 않은 빠른 발과 화려한 개인기를 갖춘 리베리는 플레이메이커로서 능력까지 갖춰 맨유의 전술을 보다 다양하게 해 줄 카드로 손색이 없다.,0,0,0
"분명 카카, 호날두 등으로 구성된 새로운 ‘지구방위대’의 등장은 축구팬들에게 신선한 충격이자 많은 이야기 거리를 던져주고 있다.",0,0,0
그러나 호날두가 떠난 7번의 빈자리도 축구팬들에게는 올 여름 이적 시장을 즐기는 또 다른 아이템이 될 것으로 기대된다.,0,0,0
3회전을 확보하기 위한 모텔들의 경쟁은 매우 치열하다.,0,0,0
"하지만, 소니 측은 어쩔 수 없이 가격 인상이라는 힘든 선택을 하게 됐다.",10,3,0
"하지만, 게이머들 입장에선 이번 가격 인상에 대해 ‘월래 비싼 게임기가 더 비싸졌다’며 불만을 드러내고 있는 상태.",10,3,0
"게이머들은 ‘가격을 인하해도 구입하기 어려운데, 인상을 했다.",10,3,0
"PSP, PS3 가격인상, ‘여러 문제로 결정된 어쩔 수 없는 사항’",10,3,0
최근 SCEK의 가정용 게임기 PS3와 휴대용 게임기 PSP 가격 인상으로 커뮤니티 사이트들이 뜨겁다.,10,3,0
"또한 한 누리꾼은 “PS2도 국내에선 해외보다 비싸게 주고 구매해야 하는데, PS3와 PSP까지 비싸져버렸다.",10,3,0
아울러 원가구조상 콘텐츠 비용 문제때문에 요금체계 수립도 쉽지 않을 것으로 예측됐다.,0,0,0
PS3 판매가격 한국만 오른다?,10,0,3
소니가 1일부터 플레이스테이션2 판매 가격을 99달러99센트로 10%쯤 인하했다.,10,1,0
PS3의 가격인하와 관련된 루머도 돌고 있다.,10,0,1
고환율로 인해 국내 판매 가격은 오히려 인상되는 기현상이 벌어지게 된 것.소니컴퓨터엔터테인먼트코리아 2일부터 PS3가 종전보다 4만원 인상된 48만8000원에 판매된다고 공식적으로 밝혔다.,10,3,0
소니 관계자는 “미국·일본과 비교하면 여전히 한국의 PS3 가격이 싸다”며 “환율로 인해 불가피하게 가격을 조정할 수밖에 없었다”고 전했다.,10,0,0
통상 삼성전자의 액정표시장치 TV가 출시 초기 하루 평균 60∼70대가량 팔리는 점을 감안하면 이번 삼성 LED TV의 판매 추이는 이례적인 일로 여겨지고 있다.,0,0,0
그것도 최악의 불황기인데다 LED TV 가격이 동급 LCD TV 보다 20∼30% 높아 불리한 조건에서 이뤄진 판매호조세란 측면에서 의미가 크다.,0,0,0
"실제 삼성 LED TV 판매 현황을 화면 크기별로 살펴보면 139.7㎝가 1500대, 116.84㎝가 3100대, 101.6㎝가 2400대 등이었다.",0,0,0
특히 116.84㎝ 이상 대형 화면 크기의 제품이 주로 팔려 불황을 무색케 했다.,0,0,0
방송통신위원회 최시중 위원장은 축사에서 “지난 1년간 우리 방송통신산업이 경제위기 극복과 국민 삶의 질 향상에 크게 기여할 수 있음을 확인했다”며 “이를 바탕으로 글로벌 스탠더드에 맞춘 규제완화를 지속적으로 추진하고 미디어 시장의 핵심인 광고와 콘텐츠도 적극 육성해 나갈 것“이라고 밝혔다.,0,0,0
"또한 방송콘텐츠 제작 및 전문교육 지원, 방송콘텐츠 개발 및 유통지원, 유료방송시장 공정경쟁 환경 조성, 콘텐츠 관련 부처 간 이견 조율, 방송통신콘텐츠진흥단 설립 등 방송콘텐츠 분야의 성과에 대해서도 언급했다.",0,0,0
그는 “우리나라의 서비스 망은 발달했지만 문화콘텐츠는 걸음마 단계에 머물러 있다”며 방송·통신의 융합과 문화 콘텐츠산업 육성을 강조했다.,0,0,0
케이블TV업계와 좁은 방송시장을 놓고 치열한 경합을 벌이고 있는 것도 그 때문이다.,0,0,0
특히 콘텐츠 확보 문제는 IPTV업계의 골칫거리다.,0,0,0
구로구는 “청소년에게 저렴한 비용으로 영어연수 및 문화체험의 기회를 제공하기 위해 7월 16일부터 27일까지 10박 12일 과정으로 ‘구로구-페어팩스카운티 청소년 교환연수’를 실시한다”며 “8일까지 신청자를 모집한다”고 밝혔다.,0,0,0
“술값 등 딴 데로 새지 않고 그야말로 순수제작비의 비율이 높은 작품”이란다.,0,0,0
하나카드를 이용해 더블케이가 제작한 공연의 티켓을 구매할 경우 티켓값의 10~20%의 '하나머니' 포인트를 제공해주는 것.,10,1,0
공연 티켓값 거품 논란,10,3,0
외국가수 콘서트 수십만원… 입장료 천정부지스탠딩 좌석이 17만원?차라리 일본가서 본다클래식 공연 티켓값 거품 논란이 채 가시기도 전에 한 유명 팝스타의 콘서트 티켓값이 충격이 되고 있다.,10,3,0
크리스티나 아길레라의 ‘백 투 베이직스 투어 인 서울’의 스탠딩 좌석 티켓값은 무려 17만 6000원이다.,10,3,0
8만원에서 10만원 사이를 오가던 대중가수 내한공연 티켓값에서 큰 폭으로 올랐다.,10,3,0
오는 8월 15일 아길레라의 공연장과 같은 장소인 올림픽 공원 체조경기장에서 공연하는 블랙 아이드 피스와 비교해도 높은 가격이다.,10,0,0
지난해 초 같은 공연장에서 열린 백스트리트 보이즈 공연의 11만원과 비교하면 격차는 더 벌어진다.,10,0,0
크리스티나 아길레라의 경우 지난해 내한 공연을 추진하다 공연 기획사들의 경쟁으로 개런티가 치솟아 무산된 적이 있다.,0,0,0
고가의 개런티를 지불하고도 이익을 내지못해 실패한 공연은 적지 않다.,0,0,0
#NAME?,10,0,3
지난해 백스트리트 보이즈가 10여 톤의 무대 장비에 35명의 투어팀으로 내한했던 것에 비교하면 티켓값이 높아질 수밖에 없다는 설명이다.,10,0,3
그중에서도 2004년과 2006년 한국을 찾았던 빈 필하모닉오케스트라는 흠잡을 데 없는 연주에도 불구하고 ‘무시무시하게 높은’ 티켓 가격 때문에 씁쓸한 뒷맛을 남겼다.,10,3,0
"2004년 2월 세종문화회관 공연 때는 전체 좌석의 3분의 2에 해당하는 1,2층을 모두 R석 S석으로 채워 크게 반발을 샀고, 2006년 9월 예술의전당 공연에서는 비싼 R석 티켓 값을 40만원으로 책정했다.",10,0,0
"아직까지 해외 유명 오케스트라나 연주자, 연출작품의 수입에 의존하는 구조를 벗어나지 못한 데다가 민간 후원도 부족하고 장기공연이 가능한 전용극장도 갖춰져 있지 않기 때문에 자연스럽게 제작비가 상승하고 고가의 티켓을 발행할 수밖에 없다는 것이다.",10,0,3
"오는 7월 20일 예술의전당에서 첫 콘서트를 여는 클래식앙상블 디토는 비올리스트 리처드 용재 오닐 등 유명 연주자를 포함하고 있음에도 불구하고, 전석 3만원의 저렴한 티켓을 내놨다.",10,1,0
"지난 2일에는 성남시민회관 대극장에서 공연안 금난새와 유라시안 필의 ‘해설이 있는 음악회’는 클래식저변의 확대를 위해 R석 1만 5천원, S석 1만원이라는 ‘파격적인’ 가격을 책정한 바 있다.",10,1,0
클래식은 물론 재즈 국악까지 넘나들며 비싼 공연 티켓에 움츠러든 관객들을 극장으로 불러 모으고 있다.,10,0,0
"◇번 슈미트의 미학적 마케팅/번 슈미트, 알렉스 시몬슨 지음·인피니트그룹 옮김/448쪽·1만5000원·김앤김북스이 책 표지에 큼지막하게 그려져 있는 스웨덴산 앱솔루트 보드카 병.",0,0,0
모양만 봐선 그리 ‘미학적’으로 보이지 않는 이 보드카 브랜드에 어떤 비밀이 숨어 있을까.,0,0,0
앱솔루트 보드카는 미국시장에 진출한 이후 10년 만에 연간 판매량이 500배나 증가했다.,0,0,0
"제품 이름도, 병 디자인도 단순하고 구식이었던 이 브랜드의 성공 비결은 바로 ‘미학 마케팅’을 통해 앱솔루트 보드카만의 개성, 고객을 끌어당기는 인상을 창조해 냈다는 것.",0,0,0
고객이 고급스러운 예술품처럼 여기게 만든 것이다.,0,0,0
저자들은 앱솔루트 보드카의 사례를 책 앞머리에 강조하면서 제품과 서비스만으로 고객을 사로잡을 수 없는 시대가 왔다고 말한다.,0,0,0
비싼 공연 싸게 보기,10,1,0
○ 예매를 서둘러라 = 장르를 불문하고 대부분의 공연이 조기 예매자에게 가장 큰 할인혜택을 준다.,10,1,0
이달 16일 세종대학교 대양홀에서 5년만에 단독 콘서트를 갖는 포지션의 경우 6일부터 13일까지 조기예매한 관객들에게 S석 가격을 50% 할인하는 이벤트를 열었다.,10,1,0
오는 9월 7일부터 공연하는 뮤지컬 ‘조지 엠 코핸’은 6월 5일부터 6월 30일까지 예매자에 한 해 티켓 가격을 30% 할인해준다.,10,1,0
지난해 열린 펜타포드 록 페스티벌도 초기 티켓 4000장에 한해 3일 관람권을 15만원에서 12만원으로 깎아줬다.,10,1,0
"1TV는 특정 정권과 이념에 편향돼 있다는 비판을 강하게 받고 있고, 2TV는 연예 오락 프로그램과 선정적인 내용이 많아 자주 구설수에 오르고 있지 않은가.",0,0,0
"야마하뮤직코리아 야마다 토시카즈 대표는 이번 신제품은 색소폰 계의 세계적인 아티스트인 '데이브 코즈'가 선택해 사용하는 만큼 전세계적으로 널리 가치를 인정 받고 있는 야마하 색소폰 '62시리즈'의 성능을 한층 더 업그레이드한 모델로서, 기존 제품에 비해 성능은 물론 다양한 기능들이 향상되었지만 소비자들을 배려해 가격은 이전과 동일하다.",10,2,0
CFM의 가장 큰 장점은 무엇보다 기존 기업용 웹하드 서비스 대비 5분의1 정도에 불과한 가격이다.,13,1,0
다만 지난 ‘아이패드 논란’과는 달리 현재까지 뚜렷한 입장을 밝히지 않고 있다.,0,0,0
궁극의 화려함 소수의 ‘슈퍼리치’를 위해 막대한 시간과 비용을 들여 탄생시킨 화려한 제품들은 감상하는 것만으로 감탄을 자아낸다.,0,0,0
시계 움직임의 아름다움과 정교함을 관찰할 수 있도록 오픈워크 다이얼로 구성돼 있다.,0,0,0
태그호이어의 ‘뉴 아쿠아레이서 레이디’는 18K 로즈골드와 스틸을 함께 써 한층 고급스럽고 화려해졌다.,0,0,0
롤렉스는 올해 베스트셀러인 ‘데이 데이트’ 시계의 테두리와 숫자 등에 다이아몬드를 세팅한 ‘오이스터 퍼페추얼 데이 데이트’를 선보였다.,0,0,0
‘남자들의 유일한 액세서리’라고 일컬어지는 시계는 역시나 남자들이 좋아하는 자동차나 항공기 등과의 유대관계가 밀접하다.,0,0,0
아무리 고가로 출시돼도 마니아의 열광도가 높다.,0,0,0
또 SK텔레콤은 착한버스 방문객들에게 각종 이벤트 참여를 통해 500MB 상당의 데이터 선물를 비롯한 다양한 경품을 제공한다.,0,0,0
"이밖에 SK텔레콤은 5월 대학 축제 기간 동안 서울, 부산, 대구, 대전, 광주 등 5개 도시에 위치한 대학에서 ‘착한 버스’ 운영과 연계해 ‘착한 놀이터’ 이벤트도 실시한다.",0,0,0
우선 부산아쿠아리움 입장권을 정상가 대비 43% 할인된 1만1900원에 판매하며 센텀시티 내 스파랜드와 세계 명화 페스티벌 디아트뮤지엄 동시 입장권을 41% 할인된 1만9800원에 선보인다.,10,1,0
KT뮤직이 삼성전자와 음원서비스를 제휴한다는 소식에 상한가를 기록했다.,16,3,0
전날 삼성전자는 국내 디지털음원사업 진출을 선언하고 오는 6월 1일 '삼성뮤직'이란 이름의 음악서비스를 시작할 예정이라고 밝혔다.,0,0,0
삼성전자는 KT뮤직이 운영하는 '올레뮤직'을 통해 음원을 제공받는 계약을 체결했다.,0,0,0
디지털음원 시장은 멜론과 엠넷 벅스뮤직 등이 경쟁 중이다.,0,0,0
제품 구성은 일반 스포츠활동에 적합한 ‘하이퍼 플러스’와 활동성 많을 시 ‘하이퍼 테크’ 두 가지 전문 라인으로 선보인다.,0,0,0
SK텔레콤의 기업용 클라우드 서비스 `T클라우드비즈`를 통해 이용할 수 있는 `CFM`은 기존 기업용 웹하드 서비스에 비해 20%에 불과한 가격으로 제공된다.,13,1,0
"`CFM`의 10기가당 월 사용료는 2000원으로, 1테라바이트저장용 상품을 구매하더라도 월 25만원이다.",0,0,0
"결승전 티켓은 옥션을 통해 16일부터 다음달 12일까지 사전예매를 시작하며 가격은 R석 2만5000원, S석 1만5000원, A석 7000원이다.",10,0,0
e스포츠 사상 처음이다.,0,0,0
"특히 이번 결승전은 유료 좌석제를 확대해 달라는 팬들의 요청에 따라 '전 좌석 유료, 지정 좌석제'로 운영된다.",10,0,0
"1등에게는 200만원 상당의 여행상품권을, 2등에게는 100만원 상당의 여행상품권을, 3등에게는 삼성 갤럭시 카메라를 증정한다.",0,0,0
"이경재 방송통신위원장은 8일 연합뉴스 및 뉴스Y와의 인터뷰에서 ""현재 KBS의 수신료 2천500원은 32년전에 책정된 것으로 수신료 인상을 물가인상으로 생각할 게 아니다""면서 이같은 방침을 밝혔다.",10,3,0
"그루폰, 부산 해운대 지역 집중 할인 기획전 실시",12,1,0
"글로벌 No.1 소셜커머스 기업 그루폰이 대한민국 방방곡곡의 명소 및 맛집, 숙박, 렌터카 등 특정 지역 여행의 모든 것으로 파격적인 할인가로 소개하는 '대한민국 구석구석 특별전'의 일환으로 부산 해운대 지역의 가볼 만한 곳을 엄선하여 최대 63% 집중 할인 판매하는 기획전을 실시한다.",12,1,0
"오는 19일까지 진행되는 이번 기획전에는 부산아쿠아리움 입장권을 43% 할인된 1만 1,900원에 판매하며, 센텀시티 내 스파랜드 및 세계 명화 페스티벌인 디아트뮤지엄 동시 입장권을 41% 할인된 1만 9,800원에 마련했다.",10,1,0
"H.263, H.264, AAC, WMA, Real Audio 등의 비디오, 오디오 지원은 기존과 동일하다.",0,0,0
